Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,No,19,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,105.25,2047.12,0
Female,0,No,No,62,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,34.95,2140.59,0
Male,0,Yes,Yes,59,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,109.89,6432.29,0
Male,0,Yes,No,65,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,79.38,5183.15,0
Male,0,Yes,No,68,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,21.24,1445.4,0
Female,0,Yes,Yes,28,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,82.58,2386.31,0
Female,0,Yes,No,18,Yes,No,No,No,No,Month-to-month,Yes,Credit card,115.04,1957.89,0
Male,0,No,No,26,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,26.08,688.48,0
Male,0,Yes,No,19,Yes,DSL,Yes,No,Yes,Two year,Yes,Credit card,77.41,1450.6,0
Male,0,Yes,No,55,Yes,Fiber optic,No,Yes,No,One year,No,Electronic check,111.38,6166.41,0
Male,0,No,Yes,57,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.99,1068.43,0
Female,0,No,No,6,Yes,DSL,No,No,No,Two year,Yes,Electronic check,82.35,465.3,0
Female,1,No,No,1,Yes,Fiber optic,No,Yes,Yes,Two year,No,Credit card,66.44,113.23,0
Female,0,No,No,8,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,53.39,491.07,0
Female,0,Yes,No,51,Yes,No,No,No,No,One year,No,Credit card,82.01,4177.63,0
Male,0,No,No,25,Yes,No,Yes,No,Yes,One year,No,Mailed check,23.38,580.58,0
Male,0,No,Yes,47,Yes,DSL,No,No,Yes,One year,No,Bank transfer,94.81,4519.6,0
Male,0,Yes,No,55,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,18.46,1073.24,1
Female,0,No,No,64,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,49.31,3207.41,0
Male,0,No,No,10,Yes,No,No,No,No,Month-to-month,No,Bank transfer,69.4,673.86,1
Female,0,Yes,No,56,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,56.46,3128.84,0
Female,0,Yes,No,12,Yes,Fiber optic,No,No,No,One year,No,Credit card,49.36,674.15,0
Male,0,Yes,No,33,Yes,Fiber optic,No,No,No,Two year,Yes,Bank transfer,102.75,3421.24,0
Male,0,Yes,Yes,71,Yes,Fiber optic,No,Yes,No,Two year,No,Electronic check,113.35,8010.78,0
Male,0,Yes,No,17,Yes,No,No,No,No,One year,No,Electronic check,107.12,1815.72,0
Female,0,No,No,61,Yes,DSL,No,No,Yes,One year,No,Electronic check,71.29,4352.94,1
Male,0,Yes,No,10,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.18,1076.52,1
Female,0,No,No,31,Yes,DSL,No,No,No,One year,Yes,Mailed check,111.93,3455.22,0
Male,0,No,No,60,Yes,No,Yes,No,No,Month-to-month,No,Credit card,59.74,3645.93,0
Female,0,No,No,70,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,46.91,3310.12,1
Female,1,No,No,17,Yes,Fiber optic,Yes,No,No,One year,Yes,Mailed check,28.02,589.01,0
Male,0,Yes,No,50,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,66.87,3407.77,1
Female,0,Yes,No,37,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,114.52,4244.06,1
Female,0,No,No,62,Yes,DSL,No,No,No,Two year,Yes,Bank transfer,75.21,4733.88,0
Male,0,No,No,29,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,86.09,2514.25,1
Female,0,No,No,32,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,29.51,1065.23,0
Male,0,Yes,No,11,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,32.64,343.29,0
Female,1,No,No,6,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,65.38,414.93,1
Male,0,Yes,No,35,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,115.03,3996.01,0
Male,0,No,Yes,33,Yes,DSL,No,No,Yes,One year,No,Mailed check,54.8,1789.35,0
Female,1,No,Yes,18,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,107.5,1917.93,0
Female,0,Yes,No,37,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,30.27,1181.8,0
Female,0,No,No,13,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,80.94,1062.62,0
Female,0,Yes,No,64,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,79.26,4949.69,1
Female,0,Yes,No,1,Yes,DSL,No,No,Yes,One year,No,Electronic check,105.71,110.39,1
Male,0,No,Yes,63,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer,18.34,1106.73,0
Female,1,No,No,34,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Credit card,37.37,1248.55,0
Male,0,No,No,10,Yes,DSL,No,No,No,Two year,Yes,Bank transfer,40.41,461.63,0
Male,0,No,No,7,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,114.9,737.13,0
Female,0,No,No,56,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,33.68,1824.67,0
Male,0,No,Yes,37,Yes,DSL,Yes,No,No,Two year,Yes,Credit card,21.77,722.47,0
Male,1,No,Yes,29,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,72.52,2083.71,1
Male,0,Yes,No,12,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,71.91,778.44,0
Male,0,No,No,17,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,104.09,1689.24,1
Female,0,Yes,No,48,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card,114.78,5497.95,0
Male,0,No,Yes,26,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,72.93,1911.87,1
Female,0,Yes,Yes,12,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,112.86,1308.76,0
Female,0,Yes,No,21,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,91.97,1949.43,0
Male,0,Yes,No,42,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card,44.99,1895.11,0
Female,0,No,No,61,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,112.7,6901.71,1
Female,0,Yes,Yes,58,Yes,DSL,Yes,Yes,No,Month-to-month,No,Credit card,86.08,4940.61,0
Female,0,Yes,No,54,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,60.24,3352.16,0
Male,0,No,Yes,34,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer,87.38,2913.95,0
Female,0,No,Yes,7,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,58.93,381.24,0
Female,0,Yes,No,35,Yes,DSL,Yes,No,No,One year,Yes,Credit card,29.65,1063.5,0
Female,0,Yes,Yes,15,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,91.34,1375.99,1
Male,0,Yes,Yes,65,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,102.06,6676.25,0
Female,0,Yes,No,25,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,92.34,2293.0,0
Male,0,No,No,59,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,41.37,2379.49,0
Male,0,No,No,6,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,115.58,617.23,0
Male,1,No,No,52,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,20.58,1159.14,0
Male,0,Yes,Yes,21,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer,51.93,1075.38,0
Male,0,No,Yes,71,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,44.53,3153.26,0
Male,0,No,No,32,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,22.91,823.19,1
Female,0,No,No,53,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,59.38,3122.54,0
Male,0,No,No,59,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,81.56,4813.25,0
Female,0,No,Yes,69,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,108.02,7401.75,1
Female,1,No,No,62,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer,118.95,7309.28,0
Male,0,Yes,Yes,4,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,100.43,496.21,1
Female,1,No,No,18,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card,65.81,1279.76,1
Female,0,No,No,56,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card,91.82,5192.97,0
Female,0,No,No,24,Yes,DSL,Yes,No,No,Two year,No,Credit card,104.05,2546.58,0
Female,1,Yes,No,66,Yes,No,No,No,Yes,One year,Yes,Credit card,65.46,4358.08,0
Male,0,No,No,13,Yes,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,98.08,1238.08,0
Female,0,No,No,62,Yes,Fiber optic,No,Yes,Yes,Two year,No,Credit card,67.23,4182.8,0
Male,0,Yes,No,54,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,57.42,3075.49,0
Female,0,Yes,Yes,15,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,71.66,945.41,0
Female,0,No,No,69,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,86.94,6054.82,0
Male,0,No,Yes,3,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,92.14,304.15,1
Female,0,No,No,37,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,54.39,1946.57,0
Female,0,Yes,No,37,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,76.27,2803.98,1
Female,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,110.81,385.04,0
Male,0,Yes,No,63,Yes,DSL,Yes,Yes,No,One year,Yes,Mailed check,117.58,7414.14,0
Female,0,Yes,Yes,35,Yes,No,No,No,Yes,One year,Yes,Electronic check,41.18,1356.36,0
Male,0,Yes,No,52,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,37.67,1898.18,0
Female,0,Yes,No,28,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,87.02,2529.42,1
Male,0,Yes,No,18,No,Fiber optic,Yes,No,No,Two year,No,Bank transfer,60.3,1088.69,0
Male,1,Yes,No,36,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,20.47,789.85,0
Female,0,Yes,No,33,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,53.38,1853.46,0
Female,0,Yes,No,64,Yes,DSL,No,No,No,Two year,No,Electronic check,100.29,6395.62,0
Male,0,No,Yes,26,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,99.34,2600.44,1
Male,0,No,Yes,48,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer,68.46,3187.75,0
Female,0,Yes,No,40,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.2,2617.65,1
Male,0,No,No,17,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card,77.11,1339.66,0
Female,0,Yes,No,40,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,40.38,1605.6,0
Female,0,No,No,7,Yes,DSL,No,No,Yes,Two year,No,Bank transfer,71.66,524.21,0
Female,0,Yes,No,57,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,19.13,1136.9,1
Female,1,Yes,No,8,Yes,No,No,No,No,One year,Yes,Electronic check,66.51,560.09,1
Male,1,No,Yes,56,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card,52.28,2944.22,0
Female,0,No,Yes,31,Yes,Fiber optic,No,No,No,One year,Yes,Credit card,86.84,2701.58,0
Male,0,No,No,59,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,83.11,4875.08,0
Female,0,No,No,58,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,56.85,3251.11,1
Male,0,No,No,12,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,18.74,292.66,1
Female,0,Yes,No,48,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,43.73,2138.66,0
Male,0,Yes,Yes,31,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.6,2521.14,0
Male,0,Yes,No,63,No,Fiber optic,No,No,No,Two year,No,Electronic check,25.38,1602.14,0
Female,0,Yes,Yes,39,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,28.98,1060.63,0
Female,0,No,No,20,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,84.0,1656.11,0
Female,0,No,No,48,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,95.09,4591.11,0
Female,0,Yes,No,71,Yes,DSL,Yes,No,Yes,One year,No,Bank transfer,50.8,3619.81,0
Male,1,No,No,54,Yes,DSL,No,No,No,Two year,No,Bank transfer,67.95,3675.09,0
Female,0,No,Yes,71,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,114.46,8082.48,0
Male,0,Yes,No,29,Yes,DSL,No,No,No,Two year,No,Electronic check,114.45,3264.73,0
Male,0,Yes,No,48,No,DSL,No,No,No,One year,Yes,Bank transfer,49.37,2417.26,0
Female,0,Yes,No,56,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,100.62,5719.4,0
Male,0,Yes,No,17,Yes,No,No,Yes,Yes,One year,Yes,Credit card,78.58,1363.36,0
Male,0,Yes,No,9,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,117.5,1048.88,1
Male,0,No,No,34,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,66.72,2329.73,0
Male,0,Yes,Yes,45,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,97.02,4323.79,1
Female,0,Yes,No,9,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card,96.35,919.8,0
Female,0,No,Yes,7,Yes,DSL,Yes,No,Yes,Two year,Yes,Credit card,68.74,451.35,1
Female,0,No,No,16,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Mailed check,99.15,1559.02,0
Female,0,No,No,19,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.63,831.33,0
Male,0,Yes,No,6,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,30.47,177.76,0
Male,1,Yes,No,11,Yes,DSL,No,Yes,Yes,One year,No,Electronic check,61.37,720.82,0
Female,0,No,No,61,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,114.25,6904.03,0
Female,0,Yes,Yes,42,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.08,2871.14,1
Female,0,Yes,No,13,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,82.8,1086.88,1
Male,0,No,No,12,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,81.66,1007.81,0
Female,0,No,No,20,Yes,DSL,No,No,Yes,Two year,No,Credit card,31.52,545.16,0
Female,0,Yes,Yes,50,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.81,2850.98,0
Female,1,No,No,36,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,90.11,3156.52,0
Male,0,Yes,No,69,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,117.14,8047.69,0
Male,0,Yes,No,37,Yes,No,No,No,Yes,Two year,No,Bank transfer,35.14,1278.31,0
Male,0,Yes,No,12,Yes,No,No,Yes,Yes,One year,No,Electronic check,59.87,743.58,0
Male,0,Yes,No,40,Yes,DSL,No,No,Yes,One year,No,Credit card,27.7,993.45,0
Male,0,Yes,No,54,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card,42.72,2339.54,0
Male,0,No,No,2,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,56.43,87.39,0
Male,0,No,Yes,50,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,73.15,3640.46,1
Male,0,No,Yes,41,No,DSL,No,No,Yes,Two year,No,Credit card,41.52,1750.88,0
Female,0,Yes,No,45,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,41.21,1921.69,1
Female,1,Yes,Yes,9,Yes,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer,97.34,843.3,0
Male,0,Yes,No,62,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,116.19,7170.69,1
Male,1,Yes,No,47,Yes,Fiber optic,No,Yes,No,Two year,No,Bank transfer,51.01,2379.76,0
Female,0,Yes,Yes,5,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,88.18,407.56,0
Male,1,No,No,1,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.32,0.0,1
Male,0,No,No,44,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,112.65,4955.03,0
Male,0,No,No,22,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer,86.64,1873.08,0
Female,1,Yes,No,38,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card,99.87,3799.95,0
Female,0,No,No,19,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,23.03,523.0,0
Female,1,Yes,No,31,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.05,2445.27,0
Female,0,Yes,No,67,Yes,No,No,No,No,Two year,No,Bank transfer,71.82,4774.15,0
Female,0,Yes,No,42,Yes,Fiber optic,No,No,Yes,Two year,Yes,Credit card,47.89,1997.77,0
Male,0,No,Yes,26,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,44.77,1170.45,1
Female,0,No,Yes,13,No,DSL,No,No,No,Two year,Yes,Bank transfer,77.16,994.81,0
Male,0,Yes,No,58,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,90.06,5195.34,0
Male,0,No,Yes,18,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,21.38,302.0,0
Female,0,No,Yes,67,Yes,DSL,No,No,No,One year,No,Bank transfer,75.87,5114.97,0
Female,0,Yes,No,3,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,35.39,61.51,0
Male,0,Yes,Yes,55,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,32.32,1850.72,0
Male,0,Yes,No,58,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,81.56,4712.03,1
Male,0,No,No,63,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,49.71,3105.9,0
Female,0,Yes,No,52,Yes,DSL,No,No,No,Two year,Yes,Credit card,62.97,3250.87,0
Female,0,No,No,24,No,No,Yes,No,No,One year,No,Bank transfer,54.72,1320.79,0
Female,0,Yes,Yes,9,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,84.13,713.85,0
Female,0,No,No,37,No,DSL,Yes,No,No,One year,No,Mailed check,65.95,2406.39,0
Female,0,Yes,No,53,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer,116.27,6193.43,1
Male,1,No,No,24,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,53.94,1243.67,0
Female,0,No,No,21,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,93.51,1991.12,0
Male,0,No,No,40,Yes,Fiber optic,No,Yes,Yes,Two year,No,Mailed check,44.24,1810.97,0
Male,0,No,No,62,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,69.89,4366.56,0
Male,0,Yes,Yes,70,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,74.36,5216.88,1
Female,0,No,No,69,Yes,No,No,No,Yes,Two year,Yes,Credit card,51.57,3468.12,0
Female,0,Yes,No,14,No,DSL,No,No,Yes,One year,No,Electronic check,66.12,865.14,0
Female,0,Yes,Yes,42,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,46.49,1884.81,0
Male,0,No,No,50,Yes,DSL,No,Yes,No,Month-to-month,No,Credit card,18.61,911.58,0
Male,1,Yes,Yes,61,Yes,Fiber optic,No,No,No,Two year,No,Credit card,40.0,2441.56,0
Male,1,No,No,4,Yes,Fiber optic,Yes,No,Yes,Two year,No,Mailed check,89.41,298.09,0
Male,0,No,No,17,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,96.64,1634.25,1
Male,0,Yes,Yes,57,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,46.58,2689.27,0
Male,0,No,No,48,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Electronic check,59.62,2811.82,0
Female,0,Yes,Yes,44,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,21.81,918.72,0
Female,0,Yes,No,45,Yes,Fiber optic,Yes,Yes,No,Two year,No,Electronic check,42.18,1957.15,0
Female,0,Yes,Yes,33,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.48,3170.47,0
Female,0,No,No,31,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer,79.81,2491.22,0
Male,0,No,No,47,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,38.99,1894.49,1
Male,0,No,No,6,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.26,206.49,1
Female,1,No,No,71,Yes,Fiber optic,No,Yes,Yes,One year,No,Credit card,101.31,7137.68,0
Male,1,Yes,No,34,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,39.33,1325.65,1
Female,0,Yes,No,53,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer,52.08,2763.62,0
Female,0,No,No,14,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,85.76,1168.56,0
Female,1,No,No,16,No,No,Yes,No,No,Two year,Yes,Credit card,75.23,1302.24,0
Male,0,Yes,No,43,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,65.01,2822.36,1
Female,0,Yes,Yes,12,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer,109.77,1277.02,1
Female,0,No,No,70,No,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,40.41,2760.4,0
Female,0,No,Yes,19,Yes,No,No,No,No,One year,Yes,Mailed check,93.62,1775.63,0
Male,0,Yes,No,41,Yes,DSL,No,No,No,One year,Yes,Mailed check,34.22,1424.96,0
Male,1,Yes,No,53,No,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,80.8,4374.42,0
Female,1,No,No,29,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,106.8,3100.99,0
Male,0,No,Yes,70,No,DSL,Yes,No,No,Month-to-month,No,Electronic check,64.71,4517.56,0
Male,0,Yes,Yes,59,Yes,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer,91.88,5372.09,0
Male,1,No,No,64,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.68,6526.04,1
Male,0,Yes,No,24,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,31.87,815.71,1
Male,1,Yes,No,16,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,89.99,1350.47,1
Male,0,No,No,52,Yes,DSL,No,Yes,Yes,Two year,Yes,Credit card,111.82,5818.37,0
Male,0,No,No,6,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,76.79,409.73,1
Male,0,Yes,No,37,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,36.98,1300.38,1
Male,0,No,Yes,4,Yes,Fiber optic,Yes,No,Yes,One year,No,Credit card,30.95,208.5,0
Male,0,No,No,38,Yes,DSL,Yes,No,No,One year,Yes,Credit card,44.49,1734.98,0
Female,0,No,Yes,41,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer,28.56,1140.65,0
Female,0,No,No,14,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,70.37,977.11,0
Male,0,No,Yes,71,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card,25.11,1766.95,0
Female,0,No,No,51,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,40.79,2024.01,0
Female,1,Yes,Yes,65,No,DSL,No,No,No,Month-to-month,Yes,Bank transfer,62.87,4059.51,1
Male,1,Yes,Yes,52,Yes,Fiber optic,No,No,Yes,Two year,No,Electronic check,66.34,3488.88,0
Male,0,Yes,No,30,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,75.67,2241.81,0
Male,0,No,Yes,57,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,89.97,5151.49,1
Female,0,No,Yes,30,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,22.82,656.7,1
Female,0,Yes,No,42,Yes,DSL,No,Yes,Yes,One year,Yes,Mailed check,26.22,1042.03,0
Male,1,Yes,Yes,11,Yes,No,No,No,Yes,One year,Yes,Credit card,24.21,326.03,0
Male,0,No,Yes,27,Yes,DSL,Yes,No,No,One year,No,Mailed check,61.16,1544.8,0
Male,0,Yes,No,24,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,22.27,623.73,1
Female,1,No,No,39,Yes,No,Yes,No,No,One year,Yes,Credit card,94.1,3719.8,0
Female,0,Yes,No,18,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,40.75,742.64,0
Female,1,No,No,45,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,113.8,5098.71,1
Female,1,No,No,12,Yes,Fiber optic,No,No,No,Two year,No,Credit card,67.61,792.92,0
Male,0,Yes,Yes,49,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,63.53,3123.09,1
Male,1,Yes,No,31,Yes,DSL,No,No,No,One year,No,Bank transfer,97.61,3035.15,0
Male,0,Yes,No,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,90.74,1948.32,1
Male,0,No,No,44,Yes,No,No,No,No,One year,No,Electronic check,79.95,3521.19,0
Female,0,No,No,64,Yes,DSL,No,No,No,Two year,No,Electronic check,113.38,7269.26,0
Female,1,Yes,Yes,25,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card,61.07,1511.72,0
Male,0,No,No,51,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,100.47,5235.93,1
Male,0,No,No,7,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,56.77,390.69,0
Female,0,Yes,No,6,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,103.51,532.89,0
Male,0,Yes,Yes,24,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,44.47,1016.77,1
Female,0,No,Yes,19,Yes,No,Yes,No,No,One year,Yes,Electronic check,47.51,937.87,0
Male,0,No,Yes,9,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,87.14,748.14,1
Male,0,No,No,36,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,39.7,1379.51,1
Male,0,No,Yes,40,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,41.37,1724.57,0
Male,0,No,Yes,24,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,49.14,1187.85,1
Male,0,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,87.25,4157.94,0
Male,0,No,Yes,63,Yes,No,No,No,No,Month-to-month,No,Electronic check,108.72,6710.92,0
Male,1,No,No,69,Yes,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer,86.81,6020.91,0
Female,0,No,No,53,Yes,DSL,No,No,No,One year,No,Electronic check,102.44,5430.09,0
